,sentiment,review,review_tokens,review_tokens_fdist,review_tokens_WSW,review_normalized,review_tokens_stemmed
35,1,tempat wisata yang cocok untuk mengenal sejarah seni budaya dieng dan mempelajari semua cerita wisata yang ada di dieng plateau,"['tempat', 'wisata', 'yang', 'cocok', 'untuk', 'mengenal', 'sejarah', 'seni', 'budaya', 'dieng', 'dan', 'mempelajari', 'semua', 'cerita', 'wisata', 'yang', 'ada', 'di', 'dieng', 'plateau']",<FreqDist with 17 samples and 20 outcomes>,"['wisata', 'cocok', 'mengenal', 'sejarah', 'seni', 'budaya', 'dieng', 'mempelajari', 'cerita', 'wisata', 'dieng', 'plateau']","['wisata', 'cocok', 'mengenal', 'sejarah', 'seni', 'budaya', 'dieng', 'mempelajari', 'cerita', 'wisata', 'dieng', 'plateau']","['wisata', 'cocok', 'kenal', 'sejarah', 'seni', 'budaya', 'dieng', 'ajar', 'cerita', 'wisata', 'dieng', 'plateau']"
36,1,tempat yg mengasyikanudara bersih segarpemandangannya bgt indahpantas sbg destinasi utk tempat liburan yg nyaman,"['tempat', 'yg', 'mengasyikanudara', 'bersih', 'segarpemandangannya', 'bgt', 'indahpantas', 'sbg', 'destinasi', 'utk', 'tempat', 'liburan', 'yg', 'nyaman']",<FreqDist with 12 samples and 14 outcomes>,"['mengasyikanudara', 'bersih', 'segarpemandangannya', 'indahpantas', 'destinasi', 'liburan', 'nyaman']","['mengasyikanudara', 'bersih', 'segarpemandangannya', 'indahpantas', 'destinasi', 'liburan', 'nyaman']","['mengasyikanudara', 'bersih', 'segarpemandangannya', 'indahpantas', 'destinasi', 'libur', 'nyaman']"
37,0,sayangnya untuk retribusi tiket masuk pilihannya hanya theater yg kebanyakan orang kurang menarik,"['sayangnya', 'untuk', 'retribusi', 'tiket', 'masuk', 'pilihannya', 'hanya', 'theater', 'yg', 'kebanyakan', 'orang', 'kurang', 'menarik']",<FreqDist with 13 samples and 13 outcomes>,"['sayangnya', 'retribusi', 'tiket', 'pilihannya', 'theater', 'kebanyakan', 'menarik']","['sayangnya', 'retribusi', 'tiket', 'pilihannya', 'theater', 'kebanyakan', 'menarik']","['sayang', 'retribusi', 'tiket', 'pilih', 'theater', 'banyak', 'tarik']"
38,0,tahun lalu dan sekarang videonya masih sama dan terkesan jadul pemprov jateng harus ada inovasi utk daya tarik wisatanya,"['tahun', 'lalu', 'dan', 'sekarang', 'videonya', 'masih', 'sama', 'dan', 'terkesan', 'jadul', 'pemprov', 'jateng', 'harus', 'ada', 'inovasi', 'utk', 'daya', 'tarik', 'wisatanya']",<FreqDist with 18 samples and 19 outcomes>,"['videonya', 'terkesan', 'jadul', 'pemprov', 'jateng', 'inovasi', 'daya', 'tarik', 'wisatanya']","['videonya', 'terkesan', 'jadul', 'pemprov', 'jateng', 'inovasi', 'daya', 'tarik', 'wisatanya']","['video', 'kes', 'jadul', 'pemprov', 'jateng', 'inovasi', 'daya', 'tarik', 'wisata']"
39,1,subhanallahmntab adem nikmati keindahan alamalhamdulillah,"['subhanallahmntab', 'adem', 'nikmati', 'keindahan', 'alamalhamdulillah']",<FreqDist with 5 samples and 5 outcomes>,"['subhanallahmntab', 'adem', 'nikmati', 'keindahan', 'alamalhamdulillah']","['subhanallahmntab', 'adem', 'nikmati', 'keindahan', 'alamalhamdulillah']","['subhanallahmntab', 'adem', 'nikmat', 'indah', 'alamalhamdulillah']"
40,0,kurang mrnarik kaya lihat tv jaman old ketika masih tvri saja,"['kurang', 'mrnarik', 'kaya', 'lihat', 'tv', 'jaman', 'old', 'ketika', 'masih', 'tvri', 'saja']",<FreqDist with 11 samples and 11 outcomes>,"['mrnarik', 'kaya', 'tv', 'jaman', 'old', 'tvri']","['mrnarik', 'kaya', 'tv', 'jaman', 'old', 'tvri']","['mrnarik', 'kaya', 'tv', 'jaman', 'old', 'tvri']"
41,1,pemandangannya sangat bagusudaranya dingin dan segar,"['pemandangannya', 'sangat', 'bagusudaranya', 'dingin', 'dan', 'segar']",<FreqDist with 6 samples and 6 outcomes>,"['pemandangannya', 'bagusudaranya', 'dingin', 'segar']","['pemandangannya', 'bagusudaranya', 'dingin', 'segar']","['pandang', 'bagusudaranya', 'dingin', 'segar']"
42,1,bagus sekali bg wisatawan untuk mengenal sejarah dieng film dokumenter durasi menit baik budaya fenomena alamny manfaat alam peristiwa yg pernah terjadi di dieng jg tambah ilmu lebih mengenal negeri dihyang,"['bagus', 'sekali', 'bg', 'wisatawan', 'untuk', 'mengenal', 'sejarah', 'dieng', 'film', 'dokumenter', 'durasi', 'menit', 'baik', 'budaya', 'fenomena', 'alamny', 'manfaat', 'alam', 'peristiwa', 'yg', 'pernah', 'terjadi', 'di', 'dieng', 'jg', 'tambah', 'ilmu', 'lebih', 'mengenal', 'negeri', 'dihyang']",<FreqDist with 29 samples and 31 outcomes>,"['bagus', 'wisatawan', 'mengenal', 'sejarah', 'dieng', 'film', 'dokumenter', 'durasi', 'menit', 'budaya', 'fenomena', 'alamny', 'manfaat', 'alam', 'peristiwa', 'dieng', 'ilmu', 'mengenal', 'negeri', 'dihyang']","['bagus', 'wisatawan', 'mengenal', 'sejarah', 'dieng', 'film', 'dokumenter', 'durasi', 'menit', 'budaya', 'fenomena', 'alamny', 'manfaat', 'alam', 'peristiwa', 'dieng', 'ilmu', 'mengenal', 'negeri', 'dihyang']","['bagus', 'wisatawan', 'kenal', 'sejarah', 'dieng', 'film', 'dokumenter', 'durasi', 'menit', 'budaya', 'fenomena', 'alamny', 'manfaat', 'alam', 'peristiwa', 'dieng', 'ilmu', 'kenal', 'negeri', 'dihyang']"
43,1,tempatnya cukup mengasyikkan banyak spot foto yang menarik perjalanan yang cukup melelahkan kearah dieng cukup terbayarkan setelah mengunjungi spot danau dan bukit ratapan angin apalagi ketika sore hari menjelang matahari terbenam,"['tempatnya', 'cukup', 'mengasyikkan', 'banyak', 'spot', 'foto', 'yang', 'menarik', 'perjalanan', 'yang', 'cukup', 'melelahkan', 'kearah', 'dieng', 'cukup', 'terbayarkan', 'setelah', 'mengunjungi', 'spot', 'danau', 'dan', 'bukit', 'ratapan', 'angin', 'apalagi', 'ketika', 'sore', 'hari', 'menjelang', 'matahari', 'terbenam']",<FreqDist with 27 samples and 31 outcomes>,"['tempatnya', 'mengasyikkan', 'spot', 'foto', 'menarik', 'perjalanan', 'melelahkan', 'kearah', 'dieng', 'terbayarkan', 'mengunjungi', 'spot', 'danau', 'bukit', 'ratapan', 'angin', 'sore', 'menjelang', 'matahari', 'terbenam']","['tempatnya', 'mengasyikkan', 'spot', 'foto', 'menarik', 'perjalanan', 'melelahkan', 'kearah', 'dieng', 'terbayarkan', 'mengunjungi', 'spot', 'danau', 'bukit', 'ratapan', 'angin', 'sore', 'menjelang', 'matahari', 'terbenam']","['tempat', 'asyik', 'spot', 'foto', 'tarik', 'jalan', 'lelah', 'arah', 'dieng', 'bayar', 'unjung', 'spot', 'danau', 'bukit', 'ratap', 'angin', 'sore', 'jelang', 'matahari', 'benam']"
44,0,bagus banget videonya ini harus didatengi sebelum wisata yang lain agar tau sejarah dan cerita daerah dieng,"['bagus', 'banget', 'videonya', 'ini', 'harus', 'didatengi', 'sebelum', 'wisata', 'yang', 'lain', 'agar', 'tau', 'sejarah', 'dan', 'cerita', 'daerah', 'dieng']",<FreqDist with 17 samples and 17 outcomes>,"['bagus', 'banget', 'videonya', 'didatengi', 'wisata', 'sejarah', 'cerita', 'daerah', 'dieng']","['bagus', 'banget', 'videonya', 'didatengi', 'wisata', 'sejarah', 'cerita', 'daerah', 'dieng']","['bagus', 'banget', 'video', 'didatengi', 'wisata', 'sejarah', 'cerita', 'daerah', 'dieng']"
45,1,tempat nya bersih dan sejuk dan harga tiket masuk nya terjangkaupas untuk liburan bersama keluargateman  pacar,"['tempat', 'nya', 'bersih', 'dan', 'sejuk', 'dan', 'harga', 'tiket', 'masuk', 'nya', 'terjangkaupas', 'untuk', 'liburan', 'bersama', 'keluargateman', 'pacar']",<FreqDist with 14 samples and 16 outcomes>,"['bersih', 'sejuk', 'harga', 'tiket', 'terjangkaupas', 'liburan', 'keluargateman', 'pacar']","['bersih', 'sejuk', 'harga', 'tiket', 'terjangkaupas', 'liburan', 'keluargateman', 'pacar']","['bersih', 'sejuk', 'harga', 'tiket', 'terjangkaupas', 'libur', 'keluargateman', 'pacar']"
46,1,menyenangkan tempatnya indah bersih sejuk,"['menyenangkan', 'tempatnya', 'indah', 'bersih', 'sejuk']",<FreqDist with 5 samples and 5 outcomes>,"['menyenangkan', 'tempatnya', 'indah', 'bersih', 'sejuk']","['menyenangkan', 'tempatnya', 'indah', 'bersih', 'sejuk']","['senang', 'tempat', 'indah', 'bersih', 'sejuk']"
47,1,subhanallah indahnya luar biasa,"['subhanallah', 'indahnya', 'luar', 'biasa']",<FreqDist with 4 samples and 4 outcomes>,"['subhanallah', 'indahnya']","['subhanallah', 'indahnya']","['subhanallah', 'indah']"
48,1,tempatnya keren tiketnya ekonomis tempatnya indah dan bersih,"['tempatnya', 'keren', 'tiketnya', 'ekonomis', 'tempatnya', 'indah', 'dan', 'bersih']",<FreqDist with 7 samples and 8 outcomes>,"['tempatnya', 'keren', 'tiketnya', 'ekonomis', 'tempatnya', 'indah', 'bersih']","['tempatnya', 'keren', 'tiketnya', 'ekonomis', 'tempatnya', 'indah', 'bersih']","['tempat', 'keren', 'tiket', 'ekonomis', 'tempat', 'indah', 'bersih']"
49,1,suasana nyamanseger indah pemandangannya,"['suasana', 'nyamanseger', 'indah', 'pemandangannya']",<FreqDist with 4 samples and 4 outcomes>,"['suasana', 'nyamanseger', 'indah', 'pemandangannya']","['suasana', 'nyamanseger', 'indah', 'pemandangannya']","['suasana', 'nyamanseger', 'indah', 'pandang']"
50,1,nonton film dieng plateau theater filmnya bagus untuk anakanak jadi tahu sejarah dieng,"['nonton', 'film', 'dieng', 'plateau', 'theater', 'filmnya', 'bagus', 'untuk', 'anakanak', 'jadi', 'tahu', 'sejarah', 'dieng']",<FreqDist with 12 samples and 13 outcomes>,"['nonton', 'film', 'dieng', 'plateau', 'theater', 'filmnya', 'bagus', 'anakanak', 'sejarah', 'dieng']","['nonton', 'film', 'dieng', 'plateau', 'theater', 'filmnya', 'bagus', 'anakanak', 'sejarah', 'dieng']","['nonton', 'film', 'dieng', 'plateau', 'theater', 'film', 'bagus', 'anakanak', 'sejarah', 'dieng']"
51,1,tempatnya bagus view dan hawa nya terutama film nya juga bisa dijadikan pelajaran dan penglaman yang berharga bagi kita semua,"['tempatnya', 'bagus', 'view', 'dan', 'hawa', 'nya', 'terutama', 'film', 'nya', 'juga', 'bisa', 'dijadikan', 'pelajaran', 'dan', 'penglaman', 'yang', 'berharga', 'bagi', 'kita', 'semua']",<FreqDist with 18 samples and 20 outcomes>,"['tempatnya', 'bagus', 'view', 'hawa', 'film', 'dijadikan', 'pelajaran', 'penglaman', 'berharga']","['tempatnya', 'bagus', 'view', 'hawa', 'film', 'dijadikan', 'pelajaran', 'penglaman', 'berharga']","['tempat', 'bagus', 'view', 'hawa', 'film', 'jadi', 'ajar', 'lam', 'harga']"
52,1,bagus untuk pendidikan anak,"['bagus', 'untuk', 'pendidikan', 'anak']",<FreqDist with 4 samples and 4 outcomes>,"['bagus', 'pendidikan', 'anak']","['bagus', 'pendidikan', 'anak']","['bagus', 'didik', 'anak']"
53,1,sangaaat suka sekali di dieng panorama alam yang sejuk dimata udara yang masih bersih dan segar membuat hati dan jiwa seperti dimanjakan ga nyesel deh ke dieng selain itu juga banyak home industri pembuatan carica makanan khas dieng,"['sangaaat', 'suka', 'sekali', 'di', 'dieng', 'panorama', 'alam', 'yang', 'sejuk', 'dimata', 'udara', 'yang', 'masih', 'bersih', 'dan', 'segar', 'membuat', 'hati', 'dan', 'jiwa', 'seperti', 'dimanjakan', 'ga', 'nyesel', 'deh', 'ke', 'dieng', 'selain', 'itu', 'juga', 'banyak', 'home', 'industri', 'pembuatan', 'carica', 'makanan', 'khas', 'dieng']",<FreqDist with 34 samples and 38 outcomes>,"['sangaaat', 'suka', 'dieng', 'panorama', 'alam', 'sejuk', 'dimata', 'udara', 'bersih', 'segar', 'hati', 'jiwa', 'dimanjakan', 'nyesel', 'dieng', 'home', 'industri', 'pembuatan', 'carica', 'makanan', 'khas', 'dieng']","['sangaaat', 'suka', 'dieng', 'panorama', 'alam', 'sejuk', 'dimata', 'udara', 'bersih', 'segar', 'hati', 'jiwa', 'dimanjakan', 'nyesel', 'dieng', 'home', 'industri', 'pembuatan', 'carica', 'makanan', 'khas', 'dieng']","['sangaaat', 'suka', 'dieng', 'panorama', 'alam', 'sejuk', 'mata', 'udara', 'bersih', 'segar', 'hati', 'jiwa', 'manja', 'nyesel', 'dieng', 'home', 'industri', 'buat', 'carica', 'makan', 'khas', 'dieng']"
54,1,tempat yang sejuk bersih aman pemandangannya indah dan tempat yang bagus untuk mengetahui lebih jauh tentang sejarah dataran tinggi dieng dengan diputarnya film dokumenter di sini juga ada wahana uji adrenalin yaitu flaying fox dan sepeda udara,"['tempat', 'yang', 'sejuk', 'bersih', 'aman', 'pemandangannya', 'indah', 'dan', 'tempat', 'yang', 'bagus', 'untuk', 'mengetahui', 'lebih', 'jauh', 'tentang', 'sejarah', 'dataran', 'tinggi', 'dieng', 'dengan', 'diputarnya', 'film', 'dokumenter', 'di', 'sini', 'juga', 'ada', 'wahana', 'uji', 'adrenalin', 'yaitu', 'flaying', 'fox', 'dan', 'sepeda', 'udara']",<FreqDist with 34 samples and 37 outcomes>,"['sejuk', 'bersih', 'aman', 'pemandangannya', 'indah', 'bagus', 'sejarah', 'dataran', 'dieng', 'diputarnya', 'film', 'dokumenter', 'wahana', 'uji', 'adrenalin', 'flaying', 'fox', 'sepeda', 'udara']","['sejuk', 'bersih', 'aman', 'pemandangannya', 'indah', 'bagus', 'sejarah', 'dataran', 'dieng', 'diputarnya', 'film', 'dokumenter', 'wahana', 'uji', 'adrenalin', 'flaying', 'fox', 'sepeda', 'udara']","['sejuk', 'bersih', 'aman', 'pandang', 'indah', 'bagus', 'sejarah', 'datar', 'dieng', 'putar', 'film', 'dokumenter', 'wahana', 'uji', 'adrenalin', 'flaying', 'fox', 'sepeda', 'udara']"
55,0,kotor panas jarang pepohonan sekarang,"['kotor', 'panas', 'jarang', 'pepohonan', 'sekarang']",<FreqDist with 5 samples and 5 outcomes>,"['kotor', 'panas', 'jarang', 'pepohonan']","['kotor', 'panas', 'jarang', 'pepohonan']","['kotor', 'panas', 'jarang', 'pohon']"
56,1,pemandangan yang sangat indah,"['pemandangan', 'yang', 'sangat', 'indah']",<FreqDist with 4 samples and 4 outcomes>,"['pemandangan', 'indah']","['pemandangan', 'indah']","['pandang', 'indah']"
57,1,tempatnya bersih pemandangan yang disuguhkan subhanallah dingin orang disekitar sangat ramah,"['tempatnya', 'bersih', 'pemandangan', 'yang', 'disuguhkan', 'subhanallah', 'dingin', 'orang', 'disekitar', 'sangat', 'ramah']",<FreqDist with 11 samples and 11 outcomes>,"['tempatnya', 'bersih', 'pemandangan', 'disuguhkan', 'subhanallah', 'dingin', 'disekitar', 'ramah']","['tempatnya', 'bersih', 'pemandangan', 'disuguhkan', 'subhanallah', 'dingin', 'disekitar', 'ramah']","['tempat', 'bersih', 'pandang', 'suguh', 'subhanallah', 'dingin', 'sekitar', 'ramah']"
58,0,mungkin karena abis lama gak dipakai krn awal pandemi kmrn jd dalam gedung bau apek,"['mungkin', 'karena', 'abis', 'lama', 'gak', 'dipakai', 'krn', 'awal', 'pandemi', 'kmrn', 'jd', 'dalam', 'gedung', 'bau', 'apek']",<FreqDist with 15 samples and 15 outcomes>,"['abis', 'dipakai', 'pandemi', 'kmrn', 'gedung', 'bau', 'apek']","['abis', 'dipakai', 'pandemi', 'kmrn', 'gedung', 'bau', 'apek']","['abis', 'pakai', 'pandemi', 'kmrn', 'gedung', 'bau', 'apek']"
59,1,sejuk banyak spot utk foto view panorama nya ok banget very recommended instagramable,"['sejuk', 'banyak', 'spot', 'utk', 'foto', 'view', 'panorama', 'nya', 'ok', 'banget', 'very', 'recommended', 'instagramable']",<FreqDist with 13 samples and 13 outcomes>,"['sejuk', 'spot', 'foto', 'view', 'panorama', 'banget', 'very', 'recommended', 'instagramable']","['sejuk', 'spot', 'foto', 'view', 'panorama', 'banget', 'very', 'recommended', 'instagramable']","['sejuk', 'spot', 'foto', 'view', 'panorama', 'banget', 'very', 'recommended', 'instagramable']"
60,0,karenanya kebanyakan mengeluarkan uangdi setiap sudut dan setiap mau masuk wisatanya bikin tidak nyaman,"['karenanya', 'kebanyakan', 'mengeluarkan', 'uangdi', 'setiap', 'sudut', 'dan', 'setiap', 'mau', 'masuk', 'wisatanya', 'bikin', 'tidak', 'nyaman']",<FreqDist with 13 samples and 14 outcomes>,"['kebanyakan', 'mengeluarkan', 'uangdi', 'sudut', 'wisatanya', 'nyaman']","['kebanyakan', 'mengeluarkan', 'uangdi', 'sudut', 'wisatanya', 'nyaman']","['banyak', 'keluar', 'uangdi', 'sudut', 'wisata', 'nyaman']"
61,1,nice place nice view udara bersih segar khas pegunungan banyak spot foto menarik dan diputarkan film dokumenter seputar dieng plateau,"['nice', 'place', 'nice', 'view', 'udara', 'bersih', 'segar', 'khas', 'pegunungan', 'banyak', 'spot', 'foto', 'menarik', 'dan', 'diputarkan', 'film', 'dokumenter', 'seputar', 'dieng', 'plateau']",<FreqDist with 19 samples and 20 outcomes>,"['nice', 'place', 'nice', 'view', 'udara', 'bersih', 'segar', 'khas', 'pegunungan', 'spot', 'foto', 'menarik', 'diputarkan', 'film', 'dokumenter', 'seputar', 'dieng', 'plateau']","['nice', 'place', 'nice', 'view', 'udara', 'bersih', 'segar', 'khas', 'pegunungan', 'spot', 'foto', 'menarik', 'diputarkan', 'film', 'dokumenter', 'seputar', 'dieng', 'plateau']","['nice', 'place', 'nice', 'view', 'udara', 'bersih', 'segar', 'khas', 'gunung', 'spot', 'foto', 'tarik', 'putar', 'film', 'dokumenter', 'putar', 'dieng', 'plateau']"
62,0,bagus dr segi pemandangan tempat yg bagian menjual kalau hujan ada bberapa tmpt yg bocor trz utk lantai kan biasanya bs utk disewakan buat tempat makan tp klw hujan airnya nampes sampe ke dalam lantai nya sprt kurang terawat,"['bagus', 'dr', 'segi', 'pemandangan', 'tempat', 'yg', 'bagian', 'menjual', 'kalau', 'hujan', 'ada', 'bberapa', 'tmpt', 'yg', 'bocor', 'trz', 'utk', 'lantai', 'kan', 'biasanya', 'bs', 'utk', 'disewakan', 'buat', 'tempat', 'makan', 'tp', 'klw', 'hujan', 'airnya', 'nampes', 'sampe', 'ke', 'dalam', 'lantai', 'nya', 'sprt', 'kurang', 'terawat']",<FreqDist with 34 samples and 39 outcomes>,"['bagus', 'segi', 'pemandangan', 'menjual', 'hujan', 'bberapa', 'tmpt', 'bocor', 'trz', 'lantai', 'disewakan', 'makan', 'hujan', 'airnya', 'nampes', 'sampe', 'lantai', 'sprt', 'terawat']","['bagus', 'segi', 'pemandangan', 'menjual', 'hujan', 'bberapa', 'tmpt', 'bocor', 'trz', 'lantai', 'disewakan', 'makan', 'hujan', 'airnya', 'nampes', 'sampe', 'lantai', 'sprt', 'terawat']","['bagus', 'segi', 'pandang', 'jual', 'hujan', 'bberapa', 'tmpt', 'bocor', 'trz', 'lantai', 'sewa', 'makan', 'hujan', 'air', 'nampes', 'sampe', 'lantai', 'sprt', 'awat']"
63,1,salah satu tempat wisata ngadem terbaik yg bikin kangen,"['salah', 'satu', 'tempat', 'wisata', 'ngadem', 'terbaik', 'yg', 'bikin', 'kangen']",<FreqDist with 9 samples and 9 outcomes>,"['salah', 'wisata', 'ngadem', 'terbaik', 'kangen']","['salah', 'wisata', 'ngadem', 'terbaik', 'kangen']","['salah', 'wisata', 'ngadem', 'baik', 'kangen']"
64,1,pemandangan nya bagus bikin kangen untuk kesana lagi,"['pemandangan', 'nya', 'bagus', 'bikin', 'kangen', 'untuk', 'kesana', 'lagi']",<FreqDist with 8 samples and 8 outcomes>,"['pemandangan', 'bagus', 'kangen', 'kesana']","['pemandangan', 'bagus', 'kangen', 'kesana']","['pandang', 'bagus', 'kangen', 'kesana']"
65,1,walaupun sudah ketiga kalinya ke tempat ini rasanya tidak merasa bosan dengan suhu udara yang sangat sejuk area wisata yang berdekatan dan makanan khas daerah ini saya sangat merekomendasikan daerah dieng dan sekitarnya,"['walaupun', 'sudah', 'ketiga', 'kalinya', 'ke', 'tempat', 'ini', 'rasanya', 'tidak', 'merasa', 'bosan', 'dengan', 'suhu', 'udara', 'yang', 'sangat', 'sejuk', 'area', 'wisata', 'yang', 'berdekatan', 'dan', 'makanan', 'khas', 'daerah', 'ini', 'saya', 'sangat', 'merekomendasikan', 'daerah', 'dieng', 'dan', 'sekitarnya']",<FreqDist with 28 samples and 33 outcomes>,"['ketiga', 'kalinya', 'bosan', 'suhu', 'udara', 'sejuk', 'area', 'wisata', 'berdekatan', 'makanan', 'khas', 'daerah', 'merekomendasikan', 'daerah', 'dieng']","['ketiga', 'kalinya', 'bosan', 'suhu', 'udara', 'sejuk', 'area', 'wisata', 'berdekatan', 'makanan', 'khas', 'daerah', 'merekomendasikan', 'daerah', 'dieng']","['tiga', 'kali', 'bosan', 'suhu', 'udara', 'sejuk', 'area', 'wisata', 'dekat', 'makan', 'khas', 'daerah', 'rekomendasi', 'daerah', 'dieng']"
66,1,tempat yang simplee makanan enak dan harga terjangkau,"['tempat', 'yang', 'simplee', 'makanan', 'enak', 'dan', 'harga', 'terjangkau']",<FreqDist with 8 samples and 8 outcomes>,"['simplee', 'makanan', 'harga', 'terjangkau']","['simplee', 'makanan', 'harga', 'terjangkau']","['simplee', 'makan', 'harga', 'jangkau']"
67,0,semakin lama kok semakin mahal aja dulu kalau masuk  wisata udah plus parkir lah skrg kok bayar masuk sndiri parkir sndri ada brp  wisata tuh kebayang kan kalau tiap masuk harus bayar double terus bengkak dana masuk parkir,"['semakin', 'lama', 'kok', 'semakin', 'mahal', 'aja', 'dulu', 'kalau', 'masuk', 'wisata', 'udah', 'plus', 'parkir', 'lah', 'skrg', 'kok', 'bayar', 'masuk', 'sndiri', 'parkir', 'sndri', 'ada', 'brp', 'wisata', 'tuh', 'kebayang', 'kan', 'kalau', 'tiap', 'masuk', 'harus', 'bayar', 'double', 'terus', 'bengkak', 'dana', 'masuk', 'parkir']",<FreqDist with 28 samples and 38 outcomes>,"['mahal', 'wisata', 'plus', 'parkir', 'bayar', 'sndiri', 'parkir', 'sndri', 'brp', 'wisata', 'kebayang', 'bayar', 'double', 'bengkak', 'dana', 'parkir']","['mahal', 'wisata', 'plus', 'parkir', 'bayar', 'sndiri', 'parkir', 'sndri', 'brp', 'wisata', 'kebayang', 'bayar', 'double', 'bengkak', 'dana', 'parkir']","['mahal', 'wisata', 'plus', 'parkir', 'bayar', 'sndiri', 'parkir', 'sndri', 'brp', 'wisata', 'bayang', 'bayar', 'double', 'bengkak', 'dana', 'parkir']"
68,1,parkiran luastoilet umum banyaknyaman untuk mengetahui sejarah dieng plateaumantab,"['parkiran', 'luastoilet', 'umum', 'banyaknyaman', 'untuk', 'mengetahui', 'sejarah', 'dieng', 'plateaumantab']",<FreqDist with 9 samples and 9 outcomes>,"['parkiran', 'luastoilet', 'banyaknyaman', 'sejarah', 'dieng', 'plateaumantab']","['parkiran', 'luastoilet', 'banyaknyaman', 'sejarah', 'dieng', 'plateaumantab']","['parkir', 'luastoilet', 'banyaknyaman', 'sejarah', 'dieng', 'plateaumantab']"
69,0,wow bagus banget pemandangan nyatnya tdk terlalu tinggi jadi bisa dengan mudah dilalui hanya saja selama naik saya agak terganggu dengan bau pupuk kandang nyajadi mempercepat saya untuk naik agar tidak bau,"['wow', 'bagus', 'banget', 'pemandangan', 'nyatnya', 'tdk', 'terlalu', 'tinggi', 'jadi', 'bisa', 'dengan', 'mudah', 'dilalui', 'hanya', 'saja', 'selama', 'naik', 'saya', 'agak', 'terganggu', 'dengan', 'bau', 'pupuk', 'kandang', 'nyajadi', 'mempercepat', 'saya', 'untuk', 'naik', 'agar', 'tidak', 'bau']",<FreqDist with 28 samples and 32 outcomes>,"['bagus', 'banget', 'pemandangan', 'nyatnya', 'mudah', 'terganggu', 'bau', 'pupuk', 'kandang', 'nyajadi', 'mempercepat', 'bau']","['bagus', 'banget', 'pemandangan', 'nyatnya', 'mudah', 'terganggu', 'bau', 'pupuk', 'kandang', 'nyajadi', 'mempercepat', 'bau']","['bagus', 'banget', 'pandang', 'nyatnya', 'mudah', 'ganggu', 'bau', 'pupuk', 'kandang', 'nyajadi', 'cepat', 'bau']"
70,1,tempat wisata yg sangat indah dan menyejukkan,"['tempat', 'wisata', 'yg', 'sangat', 'indah', 'dan', 'menyejukkan']",<FreqDist with 7 samples and 7 outcomes>,"['wisata', 'indah', 'menyejukkan']","['wisata', 'indah', 'menyejukkan']","['wisata', 'indah', 'sejuk']"
71,1,keindahan alam yang luar biasa,"['keindahan', 'alam', 'yang', 'luar', 'biasa']",<FreqDist with 5 samples and 5 outcomes>,"['keindahan', 'alam']","['keindahan', 'alam']","['indah', 'alam']"
72,1,film dokumenter yg diputar bagus diluar tempat ini juga pemandangan sangat indah,"['film', 'dokumenter', 'yg', 'diputar', 'bagus', 'diluar', 'tempat', 'ini', 'juga', 'pemandangan', 'sangat', 'indah']",<FreqDist with 12 samples and 12 outcomes>,"['film', 'dokumenter', 'diputar', 'bagus', 'diluar', 'pemandangan', 'indah']","['film', 'dokumenter', 'diputar', 'bagus', 'diluar', 'pemandangan', 'indah']","['film', 'dokumenter', 'putar', 'bagus', 'luar', 'pandang', 'indah']"
73,1,nyaman untuk piknik bareng keluarga atau teman teman,"['nyaman', 'untuk', 'piknik', 'bareng', 'keluarga', 'atau', 'teman', 'teman']",<FreqDist with 7 samples and 8 outcomes>,"['nyaman', 'piknik', 'bareng', 'keluarga', 'teman', 'teman']","['nyaman', 'piknik', 'bareng', 'keluarga', 'teman', 'teman']","['nyaman', 'piknik', 'bareng', 'keluarga', 'teman', 'teman']"
74,1,bagus tempatnya dingin  banyak homestay alhamdulillah ramah orgnya,"['bagus', 'tempatnya', 'dingin', 'banyak', 'homestay', 'alhamdulillah', 'ramah', 'orgnya']",<FreqDist with 8 samples and 8 outcomes>,"['bagus', 'tempatnya', 'dingin', 'homestay', 'ramah', 'orgnya']","['bagus', 'tempatnya', 'dingin', 'homestay', 'ramah', 'orgnya']","['bagus', 'tempat', 'dingin', 'homestay', 'ramah', 'orgnya']"
75,1,pokok  jossss gandoss kawasan dieng ini,"['pokok', 'jossss', 'gandoss', 'kawasan', 'dieng', 'ini']",<FreqDist with 6 samples and 6 outcomes>,"['pokok', 'jossss', 'gandoss', 'kawasan', 'dieng']","['pokok', 'jossss', 'gandoss', 'kawasan', 'dieng']","['pokok', 'jossss', 'gandoss', 'kawasan', 'dieng']"
76,1,dieng tempat yg paling asyik buat liburan bersama sahabat,"['dieng', 'tempat', 'yg', 'paling', 'asyik', 'buat', 'liburan', 'bersama', 'sahabat']",<FreqDist with 9 samples and 9 outcomes>,"['dieng', 'liburan', 'sahabat']","['dieng', 'liburan', 'sahabat']","['dieng', 'libur', 'sahabat']"
77,1,tempat yang bagus untuk menambah ilmu,"['tempat', 'yang', 'bagus', 'untuk', 'menambah', 'ilmu']",<FreqDist with 6 samples and 6 outcomes>,"['bagus', 'menambah', 'ilmu']","['bagus', 'menambah', 'ilmu']","['bagus', 'tambah', 'ilmu']"
78,0,kurang terawat,"['kurang', 'terawat']",<FreqDist with 2 samples and 2 outcomes>,['terawat'],['terawat'],['awat']
