,sentiment,review,review_tokens,review_tokens_fdist,review_tokens_WSW,review_normalized,review_tokens_stemmed
49,negative,gue adalah orang yg jarang bgt nntn film indonesiakrn tiap nntn gue slalu kecewa sama pembuatan film yg mnrt gue ga totalitas,"['gue', 'adalah', 'orang', 'yg', 'jarang', 'bgt', 'nntn', 'film', 'indonesiakrn', 'tiap', 'nntn', 'gue', 'slalu', 'kecewa', 'sama', 'pembuatan', 'film', 'yg', 'mnrt', 'gue', 'ga', 'totalitas']",<FreqDist with 17 samples and 22 outcomes>,"['gue', 'jarang', 'nntn', 'film', 'indonesiakrn', 'nntn', 'gue', 'slalu', 'kecewa', 'pembuatan', 'film', 'mnrt', 'gue', 'totalitas']","['gue', 'jarang', 'nntn', 'film', 'indonesiakrn', 'nntn', 'gue', 'slalu', 'kecewa', 'pembuatan', 'film', 'mnrt', 'gue', 'totalitas']","['gue', 'jarang', 'nntn', 'film', 'indonesiakrn', 'nntn', 'gue', 'slalu', 'kecewa', 'buat', 'film', 'mnrt', 'gue', 'totalitas']"
50,negative,awalnya agak ragu mau nonton karena kebanyakan kecewa waktu nonton film dari adaptasi novel,"['awalnya', 'agak', 'ragu', 'mau', 'nonton', 'karena', 'kebanyakan', 'kecewa', 'waktu', 'nonton', 'film', 'dari', 'adaptasi', 'novel']",<FreqDist with 13 samples and 14 outcomes>,"['ragu', 'nonton', 'kebanyakan', 'kecewa', 'nonton', 'film', 'adaptasi', 'novel']","['ragu', 'nonton', 'kebanyakan', 'kecewa', 'nonton', 'film', 'adaptasi', 'novel']","['ragu', 'nonton', 'banyak', 'kecewa', 'nonton', 'film', 'adaptasi', 'novel']"
51,negative,sebenarnya gamau berekspektasi tinggi sih dari sebuah film yang diangkat dr buku biasanya malah kecewa,"['sebenarnya', 'gamau', 'berekspektasi', 'tinggi', 'sih', 'dari', 'sebuah', 'film', 'yang', 'diangkat', 'dr', 'buku', 'biasanya', 'malah', 'kecewa']",<FreqDist with 15 samples and 15 outcomes>,"['gamau', 'berekspektasi', 'film', 'diangkat', 'buku', 'kecewa']","['gamau', 'berekspektasi', 'film', 'diangkat', 'buku', 'kecewa']","['gamau', 'berekspektasi', 'film', 'angkat', 'buku', 'kecewa']"
52,negative,ya sudah tidur saja kecewa film nya bukan yang diharepin hufy,"['ya', 'sudah', 'tidur', 'saja', 'kecewa', 'film', 'nya', 'bukan', 'yang', 'diharepin', 'hufy']",<FreqDist with 11 samples and 11 outcomes>,"['tidur', 'kecewa', 'film', 'diharepin', 'hufy']","['tidur', 'kecewa', 'film', 'diharepin', 'hufy']","['tidur', 'kecewa', 'film', 'diharepin', 'hufy']"
53,negative,sama ane juga kecewa ma nih film padahal udah lama nungguin,"['sama', 'ane', 'juga', 'kecewa', 'ma', 'nih', 'film', 'padahal', 'udah', 'lama', 'nungguin']",<FreqDist with 11 samples and 11 outcomes>,"['ane', 'kecewa', 'film', 'nungguin']","['ane', 'kecewa', 'film', 'nungguin']","['ane', 'kecewa', 'film', 'nungguin']"
54,negative,ka udah nonton agak kecewa nonton film tu,"['ka', 'udah', 'nonton', 'agak', 'kecewa', 'nonton', 'film', 'tu']",<FreqDist with 7 samples and 8 outcomes>,"['nonton', 'kecewa', 'nonton', 'film']","['nonton', 'kecewa', 'nonton', 'film']","['nonton', 'kecewa', 'nonton', 'film']"
55,negative,jenuh nonton film hambar,"['jenuh', 'nonton', 'film', 'hambar']",<FreqDist with 4 samples and 4 outcomes>,"['jenuh', 'nonton', 'film', 'hambar']","['jenuh', 'nonton', 'film', 'hambar']","['jenuh', 'nonton', 'film', 'hambar']"
56,negative,sesal di dada nonton ini film,"['sesal', 'di', 'dada', 'nonton', 'ini', 'film']",<FreqDist with 6 samples and 6 outcomes>,"['sesal', 'dada', 'nonton', 'film']","['sesal', 'dada', 'nonton', 'film']","['sesal', 'dada', 'nonton', 'film']"
57,negative,netizen membatalkan nonton film kartini garagara kelakuan,"['netizen', 'membatalkan', 'nonton', 'film', 'kartini', 'garagara', 'kelakuan']",<FreqDist with 7 samples and 7 outcomes>,"['netizen', 'membatalkan', 'nonton', 'film', 'kartini', 'garagara', 'kelakuan']","['netizen', 'membatalkan', 'nonton', 'film', 'kartini', 'garagara', 'kelakuan']","['netizen', 'batal', 'nonton', 'film', 'kartini', 'garagara', 'laku']"
58,negative,film jelek jelas ga ada isinya,"['film', 'jelek', 'jelas', 'ga', 'ada', 'isinya']",<FreqDist with 6 samples and 6 outcomes>,"['film', 'jelek', 'isinya']","['film', 'jelek', 'isinya']","['film', 'jelek', 'isi']"
59,negative,itu film makin aneh ajaa,"['itu', 'film', 'makin', 'aneh', 'ajaa']",<FreqDist with 5 samples and 5 outcomes>,"['film', 'aneh']","['film', 'aneh']","['film', 'aneh']"
60,negative,agak aneh film terbaru conan baru kali ini gk spektakuler tp openingnya hancurin gedung sih,"['agak', 'aneh', 'film', 'terbaru', 'conan', 'baru', 'kali', 'ini', 'gk', 'spektakuler', 'tp', 'openingnya', 'hancurin', 'gedung', 'sih']",<FreqDist with 15 samples and 15 outcomes>,"['aneh', 'film', 'terbaru', 'conan', 'spektakuler', 'openingnya', 'hancurin', 'gedung']","['aneh', 'film', 'terbaru', 'conan', 'spektakuler', 'openingnya', 'hancurin', 'gedung']","['aneh', 'film', 'baru', 'conan', 'spektakuler', 'openingnya', 'hancurin', 'gedung']"
61,negative,film yang bikin emosional benerbener nyedot emosi,"['film', 'yang', 'bikin', 'emosional', 'benerbener', 'nyedot', 'emosi']",<FreqDist with 7 samples and 7 outcomes>,"['film', 'emosional', 'benerbener', 'nyedot', 'emosi']","['film', 'emosional', 'benerbener', 'nyedot', 'emosi']","['film', 'emosional', 'benerbener', 'nyedot', 'emosi']"
62,negative,film busuk dan artis dungu merusak bhineka,"['film', 'busuk', 'dan', 'artis', 'dungu', 'merusak', 'bhineka']",<FreqDist with 7 samples and 7 outcomes>,"['film', 'busuk', 'artis', 'dungu', 'merusak', 'bhineka']","['film', 'busuk', 'artis', 'dungu', 'merusak', 'bhineka']","['film', 'busuk', 'artis', 'dungu', 'rusak', 'bhineka']"
63,negative,kecewa dgn plot cerita film dengan the guys critanya seakan lompat ga ada proses visual yg bs bikin kta mengerti mengapa amira suka sm alfi,"['kecewa', 'dgn', 'plot', 'cerita', 'film', 'dengan', 'the', 'guys', 'critanya', 'seakan', 'lompat', 'ga', 'ada', 'proses', 'visual', 'yg', 'bs', 'bikin', 'kta', 'mengerti', 'mengapa', 'amira', 'suka', 'sm', 'alfi']",<FreqDist with 25 samples and 25 outcomes>,"['kecewa', 'plot', 'cerita', 'film', 'critanya', 'seakan', 'lompat', 'proses', 'visual', 'kta', 'mengerti', 'amira', 'suka', 'sm', 'alfi']","['kecewa', 'plot', 'cerita', 'film', 'critanya', 'seakan', 'lompat', 'proses', 'visual', 'kta', 'mengerti', 'amira', 'suka', 'sm', 'alfi']","['kecewa', 'plot', 'cerita', 'film', 'critanya', 'akan', 'lompat', 'proses', 'visual', 'kta', 'erti', 'amira', 'suka', 'sm', 'alf']"
64,negative,jijik banget sama film ini apalagi pas dia jadi kelinci gede nightmare parah,"['jijik', 'banget', 'sama', 'film', 'ini', 'apalagi', 'pas', 'dia', 'jadi', 'kelinci', 'gede', 'nightmare', 'parah']",<FreqDist with 13 samples and 13 outcomes>,"['jijik', 'banget', 'film', 'pas', 'kelinci', 'gede', 'nightmare', 'parah']","['jijik', 'banget', 'film', 'pas', 'kelinci', 'gede', 'nightmare', 'parah']","['jijik', 'banget', 'film', 'pas', 'kelinci', 'gede', 'nightmare', 'parah']"
65,negative,bnyak yg bilang film mummy jelek pdahl pengen nonton,"['bnyak', 'yg', 'bilang', 'film', 'mummy', 'jelek', 'pdahl', 'pengen', 'nonton']",<FreqDist with 9 samples and 9 outcomes>,"['bnyak', 'film', 'mummy', 'jelek', 'pdahl', 'pengen', 'nonton']","['bnyak', 'film', 'mummy', 'jelek', 'pdahl', 'pengen', 'nonton']","['bnyak', 'film', 'mummy', 'jelek', 'pdahl', 'ken', 'nonton']"
66,negative,banyak yang bilang film ini jelek daur ulang yang gagal di imdb dan ratattote aja ratingnya anjlok tp menurutku aku suka sama film ini,"['banyak', 'yang', 'bilang', 'film', 'ini', 'jelek', 'daur', 'ulang', 'yang', 'gagal', 'di', 'imdb', 'dan', 'ratattote', 'aja', 'ratingnya', 'anjlok', 'tp', 'menurutku', 'aku', 'suka', 'sama', 'film', 'ini']",<FreqDist with 21 samples and 24 outcomes>,"['film', 'jelek', 'daur', 'ulang', 'gagal', 'imdb', 'ratattote', 'ratingnya', 'anjlok', 'menurutku', 'suka', 'film']","['film', 'jelek', 'daur', 'ulang', 'gagal', 'imdb', 'ratattote', 'ratingnya', 'anjlok', 'menurutku', 'suka', 'film']","['film', 'jelek', 'daur', 'ulang', 'gagal', 'imdb', 'ratattote', 'ratingnya', 'anjlok', 'turut', 'suka', 'film']"
67,negative,naruto adalah film paling bodoh ke haha,"['naruto', 'adalah', 'film', 'paling', 'bodoh', 'ke', 'haha']",<FreqDist with 7 samples and 7 outcomes>,"['naruto', 'film', 'bodoh']","['naruto', 'film', 'bodoh']","['naruto', 'film', 'bodoh']"
68,negative,gw ekspektasinya film ini punya kekuatan narasi yg gw bisa jadiin motivasi tp kalimat inspiratifnya kurang banyak hehehe,"['gw', 'ekspektasinya', 'film', 'ini', 'punya', 'kekuatan', 'narasi', 'yg', 'gw', 'bisa', 'jadiin', 'motivasi', 'tp', 'kalimat', 'inspiratifnya', 'kurang', 'banyak', 'hehehe']",<FreqDist with 17 samples and 18 outcomes>,"['ekspektasinya', 'film', 'kekuatan', 'narasi', 'jadiin', 'motivasi', 'kalimat', 'inspiratifnya']","['ekspektasinya', 'film', 'kekuatan', 'narasi', 'jadiin', 'motivasi', 'kalimat', 'inspiratifnya']","['ekspektasinya', 'film', 'kuat', 'narasi', 'jadiin', 'motivasi', 'kalimat', 'inspiratifnya']"
69,negative,film  hambar,"['film', 'hambar']",<FreqDist with 2 samples and 2 outcomes>,"['film', 'hambar']","['film', 'hambar']","['film', 'hambar']"
70,negative,film the mummy menurut gue gak sesuai harapan agak agak gimana gitu filmnya weird dan bukan film tipe bang tom seperti biasanya,"['film', 'the', 'mummy', 'menurut', 'gue', 'gak', 'sesuai', 'harapan', 'agak', 'agak', 'gimana', 'gitu', 'filmnya', 'weird', 'dan', 'bukan', 'film', 'tipe', 'bang', 'tom', 'seperti', 'biasanya']",<FreqDist with 20 samples and 22 outcomes>,"['film', 'mummy', 'gue', 'sesuai', 'harapan', 'filmnya', 'weird', 'film', 'tipe', 'bang', 'tom']","['film', 'mummy', 'gue', 'sesuai', 'harapan', 'filmnya', 'weird', 'film', 'tipe', 'bang', 'tom']","['film', 'mummy', 'gue', 'sesuai', 'harap', 'film', 'weird', 'film', 'tipe', 'bang', 'tom']"
71,negative,yah kirain film baru wkwk penonton kecewaa,"['yah', 'kirain', 'film', 'baru', 'wkwk', 'penonton', 'kecewaa']",<FreqDist with 7 samples and 7 outcomes>,"['kirain', 'film', 'penonton', 'kecewaa']","['kirain', 'film', 'penonton', 'kecewaa']","['kirain', 'film', 'tonton', 'kecewaa']"
72,negative,mau bilang jelek ya bilang aja sekalipun yg buat film itu teman sendiri sebut filmya bagus padahal biasa aja ngga bkin tmen lu maju sih,"['mau', 'bilang', 'jelek', 'ya', 'bilang', 'aja', 'sekalipun', 'yg', 'buat', 'film', 'itu', 'teman', 'sendiri', 'sebut', 'filmya', 'bagus', 'padahal', 'biasa', 'aja', 'ngga', 'bkin', 'tmen', 'lu', 'maju', 'sih']",<FreqDist with 23 samples and 25 outcomes>,"['jelek', 'film', 'teman', 'filmya', 'bagus', 'ngga', 'bkin', 'tmen', 'maju']","['jelek', 'film', 'teman', 'filmya', 'bagus', 'ngga', 'bkin', 'tmen', 'maju']","['jelek', 'film', 'teman', 'filmya', 'bagus', 'ngga', 'bkin', 'tmen', 'maju']"
73,negative,abis nonton king arthur temen gw pesen sblm nonton loh itu film jelek katanya jgn selalu percaya ama pesen yg ada unsur katanya,"['abis', 'nonton', 'king', 'arthur', 'temen', 'gw', 'pesen', 'sblm', 'nonton', 'loh', 'itu', 'film', 'jelek', 'katanya', 'jgn', 'selalu', 'percaya', 'ama', 'pesen', 'yg', 'ada', 'unsur', 'katanya']",<FreqDist with 20 samples and 23 outcomes>,"['abis', 'nonton', 'king', 'arthur', 'temen', 'pesen', 'nonton', 'film', 'jelek', 'percaya', 'pesen', 'unsur']","['abis', 'nonton', 'king', 'arthur', 'temen', 'pesen', 'nonton', 'film', 'jelek', 'percaya', 'pesen', 'unsur']","['abis', 'nonton', 'king', 'arthur', 'temen', 'sen', 'nonton', 'film', 'jelek', 'percaya', 'sen', 'unsur']"
74,negative,kadang lebih gampang nilai film jelek ketimbang nilai film bagus mbuh,"['kadang', 'lebih', 'gampang', 'nilai', 'film', 'jelek', 'ketimbang', 'nilai', 'film', 'bagus', 'mbuh']",<FreqDist with 9 samples and 11 outcomes>,"['kadang', 'gampang', 'nilai', 'film', 'jelek', 'ketimbang', 'nilai', 'film', 'bagus', 'mbuh']","['kadang', 'gampang', 'nilai', 'film', 'jelek', 'ketimbang', 'nilai', 'film', 'bagus', 'mbuh']","['kadang', 'gampang', 'nilai', 'film', 'jelek', 'ketimbang', 'nilai', 'film', 'bagus', 'mbuh']"
75,negative,ini film apa dah baru mulai udh bgni jijk,"['ini', 'film', 'apa', 'dah', 'baru', 'mulai', 'udh', 'bgni', 'jijk']",<FreqDist with 9 samples and 9 outcomes>,"['film', 'udh', 'bgni', 'jijk']","['film', 'udh', 'bgni', 'jijk']","['film', 'udh', 'bgni', 'jijk']"
76,negative,film kartini menang pd pemain film yg kelas atas yg sudah punya nama tapi ceritany kurang dapat dan kurang riset menurut saya,"['film', 'kartini', 'menang', 'pd', 'pemain', 'film', 'yg', 'kelas', 'atas', 'yg', 'sudah', 'punya', 'nama', 'tapi', 'ceritany', 'kurang', 'dapat', 'dan', 'kurang', 'riset', 'menurut', 'saya']",<FreqDist with 19 samples and 22 outcomes>,"['film', 'kartini', 'menang', 'pemain', 'film', 'kelas', 'nama', 'ceritany', 'riset']","['film', 'kartini', 'menang', 'pemain', 'film', 'kelas', 'nama', 'ceritany', 'riset']","['film', 'kartini', 'menang', 'main', 'film', 'kelas', 'nama', 'ceritany', 'riset']"
77,negative,entah aku yg kurang belajar sejarah apa gimana tapi entah kenapa konflik yg ditampilkan di film kartini kaya kurang memenuhi ekspektasi aja,"['entah', 'aku', 'yg', 'kurang', 'belajar', 'sejarah', 'apa', 'gimana', 'tapi', 'entah', 'kenapa', 'konflik', 'yg', 'ditampilkan', 'di', 'film', 'kartini', 'kaya', 'kurang', 'memenuhi', 'ekspektasi', 'aja']",<FreqDist with 19 samples and 22 outcomes>,"['belajar', 'sejarah', 'konflik', 'ditampilkan', 'film', 'kartini', 'kaya', 'memenuhi', 'ekspektasi']","['belajar', 'sejarah', 'konflik', 'ditampilkan', 'film', 'kartini', 'kaya', 'memenuhi', 'ekspektasi']","['ajar', 'sejarah', 'konflik', 'tampil', 'film', 'kartini', 'kaya', 'penuh', 'ekspektasi']"
78,negative,film itu kalau byk di sensor rasanya  ada hambar,"['film', 'itu', 'kalau', 'byk', 'di', 'sensor', 'rasanya', 'ada', 'hambar']",<FreqDist with 9 samples and 9 outcomes>,"['film', 'sensor', 'hambar']","['film', 'sensor', 'hambar']","['film', 'sensor', 'hambar']"
79,negative,semoga ga busuk kyk film yg pertama,"['semoga', 'ga', 'busuk', 'kyk', 'film', 'yg', 'pertama']",<FreqDist with 7 samples and 7 outcomes>,"['semoga', 'busuk', 'kyk', 'film']","['semoga', 'busuk', 'kyk', 'film']","['moga', 'busuk', 'kyk', 'film']"
80,negative,flm apa ini arah dan tujuannya nggak jelas nyesel download sabar ini ujian menonton hangout film,"['flm', 'apa', 'ini', 'arah', 'dan', 'tujuannya', 'nggak', 'jelas', 'nyesel', 'download', 'sabar', 'ini', 'ujian', 'menonton', 'hangout', 'film']",<FreqDist with 15 samples and 16 outcomes>,"['flm', 'arah', 'tujuannya', 'nggak', 'nyesel', 'download', 'sabar', 'ujian', 'menonton', 'hangout', 'film']","['flm', 'arah', 'tujuannya', 'nggak', 'nyesel', 'download', 'sabar', 'ujian', 'menonton', 'hangout', 'film']","['flm', 'arah', 'tuju', 'nggak', 'nyesel', 'download', 'sabar', 'uji', 'tonton', 'hangout', 'film']"
81,negative,hari ini nonton film terasa,"['hari', 'ini', 'nonton', 'film', 'terasa']",<FreqDist with 5 samples and 5 outcomes>,"['nonton', 'film']","['nonton', 'film']","['nonton', 'film']"
82,negative,kurang mengerti sama film nya the mummy,"['kurang', 'mengerti', 'sama', 'film', 'nya', 'the', 'mummy']",<FreqDist with 7 samples and 7 outcomes>,"['mengerti', 'film', 'mummy']","['mengerti', 'film', 'mummy']","['erti', 'film', 'mummy']"
83,negative,kecewa banyak deh pkoknya setidaknya mslh jam tayang bs aja ngertiin tp klu film di cut itu yg  bs dingertiin,"['kecewa', 'banyak', 'deh', 'pkoknya', 'setidaknya', 'mslh', 'jam', 'tayang', 'bs', 'aja', 'ngertiin', 'tp', 'klu', 'film', 'di', 'cut', 'itu', 'yg', 'bs', 'dingertiin']",<FreqDist with 19 samples and 20 outcomes>,"['kecewa', 'pkoknya', 'mslh', 'jam', 'tayang', 'ngertiin', 'film', 'cut', 'dingertiin']","['kecewa', 'pkoknya', 'mslh', 'jam', 'tayang', 'ngertiin', 'film', 'cut', 'dingertiin']","['kecewa', 'pkoknya', 'mslh', 'jam', 'tayang', 'ngertiin', 'film', 'cut', 'dingertiin']"
84,negative,pernah novel favorit di filmkan hasilnya bikin kecewa parah tp dari teaser saya yakin team ce serius sama film ini,"['pernah', 'novel', 'favorit', 'di', 'filmkan', 'hasilnya', 'bikin', 'kecewa', 'parah', 'tp', 'dari', 'teaser', 'saya', 'yakin', 'team', 'ce', 'serius', 'sama', 'film', 'ini']",<FreqDist with 20 samples and 20 outcomes>,"['novel', 'favorit', 'filmkan', 'hasilnya', 'kecewa', 'parah', 'teaser', 'team', 'ce', 'serius', 'film']","['novel', 'favorit', 'filmkan', 'hasilnya', 'kecewa', 'parah', 'teaser', 'team', 'ce', 'serius', 'film']","['novel', 'favorit', 'film', 'hasil', 'kecewa', 'parah', 'teaser', 'team', 'ce', 'serius', 'film']"
85,negative,intinya kmren kecewa bgt sama krna mmbiarkan anak kecil nnton film dewasa jam tayang malam wib pula,"['intinya', 'kmren', 'kecewa', 'bgt', 'sama', 'krna', 'mmbiarkan', 'anak', 'kecil', 'nnton', 'film', 'dewasa', 'jam', 'tayang', 'malam', 'wib', 'pula']",<FreqDist with 17 samples and 17 outcomes>,"['intinya', 'kmren', 'kecewa', 'krna', 'mmbiarkan', 'anak', 'nnton', 'film', 'dewasa', 'jam', 'tayang', 'malam', 'wib']","['intinya', 'kmren', 'kecewa', 'krna', 'mmbiarkan', 'anak', 'nnton', 'film', 'dewasa', 'jam', 'tayang', 'malam', 'wib']","['inti', 'kmren', 'kecewa', 'krna', 'mmbiarkan', 'anak', 'nnton', 'film', 'dewasa', 'jam', 'tayang', 'malam', 'wib']"
86,negative,aduh film bagian ini jijk parah,"['aduh', 'film', 'bagian', 'ini', 'jijk', 'parah']",<FreqDist with 6 samples and 6 outcomes>,"['aduh', 'film', 'jijk', 'parah']","['aduh', 'film', 'jijk', 'parah']","['aduh', 'film', 'jijk', 'parah']"
87,negative,kecewa parah nnton film the guys ini entah kenapa makin ksini radit bkin film gapernah bener lucu juga nggak jalan cerita juga gadapet,"['kecewa', 'parah', 'nnton', 'film', 'the', 'guys', 'ini', 'entah', 'kenapa', 'makin', 'ksini', 'radit', 'bkin', 'film', 'gapernah', 'bener', 'lucu', 'juga', 'nggak', 'jalan', 'cerita', 'juga', 'gadapet']",<FreqDist with 21 samples and 23 outcomes>,"['kecewa', 'parah', 'nnton', 'film', 'ksini', 'radit', 'bkin', 'film', 'gapernah', 'bener', 'lucu', 'nggak', 'jalan', 'cerita', 'gadapet']","['kecewa', 'parah', 'nnton', 'film', 'ksini', 'radit', 'bkin', 'film', 'gapernah', 'bener', 'lucu', 'nggak', 'jalan', 'cerita', 'gadapet']","['kecewa', 'parah', 'nnton', 'film', 'ksini', 'radit', 'bkin', 'film', 'gapernah', 'bener', 'lucu', 'nggak', 'jalan', 'cerita', 'gadapet']"
88,negative,agak kecewa sama film danur diluar ekspektasi,"['agak', 'kecewa', 'sama', 'film', 'danur', 'diluar', 'ekspektasi']",<FreqDist with 7 samples and 7 outcomes>,"['kecewa', 'film', 'danur', 'diluar', 'ekspektasi']","['kecewa', 'film', 'danur', 'diluar', 'ekspektasi']","['kecewa', 'film', 'danur', 'luar', 'ekspektasi']"
89,negative,ancur bgt itu film jelekk,"['ancur', 'bgt', 'itu', 'film', 'jelekk']",<FreqDist with 5 samples and 5 outcomes>,"['ancur', 'film', 'jelekk']","['ancur', 'film', 'jelekk']","['ancur', 'film', 'jelekk']"
90,negative,flm nya jelekk bingittsss,"['flm', 'nya', 'jelekk', 'bingittsss']",<FreqDist with 4 samples and 4 outcomes>,"['flm', 'jelekk', 'bingittsss']","['flm', 'jelekk', 'bingittsss']","['flm', 'jelekk', 'bingittsss']"
91,negative,film hangout kok biasa aja sih malah gak jelas sepertinya kecewaa,"['film', 'hangout', 'kok', 'biasa', 'aja', 'sih', 'malah', 'gak', 'jelas', 'sepertinya', 'kecewaa']",<FreqDist with 11 samples and 11 outcomes>,"['film', 'hangout', 'kecewaa']","['film', 'hangout', 'kecewaa']","['film', 'hangout', 'kecewaa']"
92,negative,ternyata ending film kamar jelekk,"['ternyata', 'ending', 'film', 'kamar', 'jelekk']",<FreqDist with 5 samples and 5 outcomes>,"['ending', 'film', 'kamar', 'jelekk']","['ending', 'film', 'kamar', 'jelekk']","['ending', 'film', 'kamar', 'jelekk']"
93,negative,filmnya aja ngehek ini seriesnya ngehek juga ga,"['filmnya', 'aja', 'ngehek', 'ini', 'seriesnya', 'ngehek', 'juga', 'ga']",<FreqDist with 7 samples and 8 outcomes>,"['filmnya', 'ngehek', 'seriesnya', 'ngehek']","['filmnya', 'ngehek', 'seriesnya', 'ngehek']","['film', 'ngehek', 'seriesnya', 'ngehek']"
94,negative,kurang suka sama film cewe terllu terbuka penampilannya kurang baik klo di tonton anak kecil,"['kurang', 'suka', 'sama', 'film', 'cewe', 'terllu', 'terbuka', 'penampilannya', 'kurang', 'baik', 'klo', 'di', 'tonton', 'anak', 'kecil']",<FreqDist with 14 samples and 15 outcomes>,"['suka', 'film', 'cewe', 'terllu', 'terbuka', 'penampilannya', 'tonton', 'anak']","['suka', 'film', 'cewe', 'terllu', 'terbuka', 'penampilannya', 'tonton', 'anak']","['suka', 'film', 'cewe', 'terllu', 'buka', 'tampil', 'tonton', 'anak']"
95,negative,buried ini film budget termurah dengan tingkat depresi tertinggi,"['buried', 'ini', 'film', 'budget', 'termurah', 'dengan', 'tingkat', 'depresi', 'tertinggi']",<FreqDist with 9 samples and 9 outcomes>,"['buried', 'film', 'budget', 'termurah', 'tingkat', 'depresi', 'tertinggi']","['buried', 'film', 'budget', 'termurah', 'tingkat', 'depresi', 'tertinggi']","['buried', 'film', 'budget', 'murah', 'tingkat', 'depresi', 'tinggi']"
96,negative,lalu setelah film berakhir mikir ngapain nonton film yang isinya anak sma semua terus agak nyesel,"['lalu', 'setelah', 'film', 'berakhir', 'mikir', 'ngapain', 'nonton', 'film', 'yang', 'isinya', 'anak', 'sma', 'semua', 'terus', 'agak', 'nyesel']",<FreqDist with 15 samples and 16 outcomes>,"['film', 'mikir', 'ngapain', 'nonton', 'film', 'isinya', 'anak', 'sma', 'nyesel']","['film', 'mikir', 'ngapain', 'nonton', 'film', 'isinya', 'anak', 'sma', 'nyesel']","['film', 'mikir', 'ngapain', 'nonton', 'film', 'isi', 'anak', 'sma', 'nyesel']"
97,negative,gila film britney ever after jelek banget parah nyesel nonton walau gak sampe abis,"['gila', 'film', 'britney', 'ever', 'after', 'jelek', 'banget', 'parah', 'nyesel', 'nonton', 'walau', 'gak', 'sampe', 'abis']",<FreqDist with 14 samples and 14 outcomes>,"['gila', 'film', 'britney', 'ever', 'after', 'jelek', 'banget', 'parah', 'nyesel', 'nonton', 'sampe', 'abis']","['gila', 'film', 'britney', 'ever', 'after', 'jelek', 'banget', 'parah', 'nyesel', 'nonton', 'sampe', 'abis']","['gila', 'film', 'britney', 'ever', 'after', 'jelek', 'banget', 'parah', 'nyesel', 'nonton', 'sampe', 'abis']"
98,negative,film danur nggak seperti novelnya harapan lebih serem ternyata cuman bikin boring sorry teh tapi novelnya lebih bagus,"['film', 'danur', 'nggak', 'seperti', 'novelnya', 'harapan', 'lebih', 'serem', 'ternyata', 'cuman', 'bikin', 'boring', 'sorry', 'teh', 'tapi', 'novelnya', 'lebih', 'bagus']",<FreqDist with 16 samples and 18 outcomes>,"['film', 'danur', 'nggak', 'novelnya', 'harapan', 'serem', 'cuman', 'boring', 'sorry', 'novelnya', 'bagus']","['film', 'danur', 'nggak', 'novelnya', 'harapan', 'serem', 'cuman', 'boring', 'sorry', 'novelnya', 'bagus']","['film', 'danur', 'nggak', 'novel', 'harap', 'rem', 'cuman', 'boring', 'sorry', 'novel', 'bagus']"
99,negative,ga bakal gua nonton film setan indonesia thur mengecewakan semua murahan cuma ngandelin sex,"['ga', 'bakal', 'gua', 'nonton', 'film', 'setan', 'indonesia', 'thur', 'mengecewakan', 'semua', 'murahan', 'cuma', 'ngandelin', 'sex']",<FreqDist with 14 samples and 14 outcomes>,"['gua', 'nonton', 'film', 'setan', 'indonesia', 'thur', 'mengecewakan', 'murahan', 'ngandelin', 'sex']","['gua', 'nonton', 'film', 'setan', 'indonesia', 'thur', 'mengecewakan', 'murahan', 'ngandelin', 'sex']","['gua', 'nonton', 'film', 'setan', 'indonesia', 'thur', 'kecewa', 'murah', 'ngandelin', 'sex']"
100,positive,keren bang flm lo persahabatan keluarga dan cinta kentel banget tokoh pemain pas semua keren bang,"['keren', 'bang', 'flm', 'lo', 'persahabatan', 'keluarga', 'dan', 'cinta', 'kentel', 'banget', 'tokoh', 'pemain', 'pas', 'semua', 'keren', 'bang']",<FreqDist with 14 samples and 16 outcomes>,"['keren', 'bang', 'flm', 'persahabatan', 'keluarga', 'cinta', 'kentel', 'banget', 'tokoh', 'pemain', 'pas', 'keren', 'bang']","['keren', 'bang', 'flm', 'persahabatan', 'keluarga', 'cinta', 'kentel', 'banget', 'tokoh', 'pemain', 'pas', 'keren', 'bang']","['keren', 'bang', 'flm', 'sahabat', 'keluarga', 'cinta', 'kentel', 'banget', 'tokoh', 'main', 'pas', 'keren', 'bang']"
101,positive,habis nonton film kong skull island lumayan greget filmnya deh layak buat nobar,"['habis', 'nonton', 'film', 'kong', 'skull', 'island', 'lumayan', 'greget', 'filmnya', 'deh', 'layak', 'buat', 'nobar']",<FreqDist with 13 samples and 13 outcomes>,"['habis', 'nonton', 'film', 'kong', 'skull', 'island', 'lumayan', 'greget', 'filmnya', 'layak', 'nobar']","['habis', 'nonton', 'film', 'kong', 'skull', 'island', 'lumayan', 'greget', 'filmnya', 'layak', 'nobar']","['habis', 'nonton', 'film', 'kong', 'skull', 'island', 'lumayan', 'greget', 'film', 'layak', 'nobar']"
